period,NG_Power_Gen,NG_Seasonal_Power_Gen,NG_Commercial_Usage,NG_Vehicle_Fuel_Usage,NG_Delivery_Usage,NG_Industrial_Usage,NG_Residential_Usage,Heating_Days,Cooling_Days,NG_Gross_Withdrawls,EAST_NG_Storage_BCF
2023-06-16,802.7022222222222,17.456078694569374,95.19555555555556,2.8400000000000003,1080.2355555555555,110.0488888888889,69.44888888888889,18.857142857142858,58.285714285714285,4757.395555555556,599
2023-06-23,802.7022222222222,19.98954032444014,95.19555555555556,2.8400000000000003,1080.2355555555555,110.0488888888889,69.44888888888889,18.714285714285715,59.0,4757.395555555556,623
2023-06-30,802.7022222222222,22.523001954310892,95.19555555555556,2.8400000000000003,1080.2355555555555,110.0488888888889,69.44888888888889,0.5714285714285714,138.0,4757.395555555556,643
2023-07-07,915.2382934443289,25.05646358418165,91.60457856399583,2.7513007284079083,1176.9698231009365,109.52757544224768,57.8480749219563,0.14285714285714285,204.57142857142858,4617.202913631632,653
2023-07-14,915.2382934443289,26.623330087079562,91.60457856399583,2.7513007284079083,1176.9698231009365,109.52757544224768,57.8480749219563,0.0,191.28571428571428,4617.202913631632,661
2023-07-21,915.2382934443289,26.251364038785688,91.60457856399583,2.7513007284079083,1176.9698231009365,109.52757544224768,57.8480749219563,0.0,196.42857142857142,4617.202913631632,670
2023-07-28,915.2382934443289,25.879397990491807,91.60457856399583,2.7513007284079083,1176.9698231009365,109.52757544224768,57.8480749219563,0.0,189.71428571428572,4617.202913631632,680
2023-08-04,885.5442247658689,25.507431942197936,81.86472424557753,2.7513007284079083,1128.1706555671178,111.50884495317379,46.50988553590011,7.0,122.85714285714286,4613.77315296566,700
2023-08-11,885.5442247658689,25.135465893904065,81.86472424557753,2.7513007284079083,1128.1706555671178,111.50884495317379,46.50988553590011,1.2857142857142858,152.42857142857142,4613.77315296566,717
2023-08-18,885.5442247658689,23.477990195430227,81.86472424557753,2.7513007284079083,1128.1706555671178,111.50884495317379,46.50988553590011,0.42857142857142855,162.0,4613.77315296566,731
2023-08-25,885.5442247658689,21.450204121378793,81.86472424557753,2.7513007284079083,1128.1706555671178,111.50884495317379,46.50988553590011,7.714285714285714,121.0,4613.77315296566,751
2023-09-01,806.0711111111111,19.422418047327366,87.90222222222222,2.8400000000000003,1067.5111111111112,112.42666666666668,58.275555555555556,7.428571428571429,123.71428571428571,4718.64,766
